노선정보그룹,노선정보설명,전체노선길이,회차지순번,출발정류장,도착정류장,데이터 기준일
288003279,180517_32번 상행,14276.65931,53,288010678,288010171,2025-09-01
288003280,32번_하행,13973.57521,51,288000526,288010677,2025-09-01
288003281,30번_상행,9133.643877,32,288010171,288001942,2025-09-01
288003289,,6828.544985,11,288000596,288002088,2025-09-01
288003292,,1540.362581,9,288000596,288002088,2025-09-01
288003295,,2303.915348,11,288000596,288002088,2025-09-01
288003307,84번_하행,15901,59,288002041,288010740,2025-09-01
288003308,180425_402 상행,23669.01417,97,288000448,288010169,2025-09-01
288003318,,28130.39931,53,288010534,288000829,2025-09-01
288003324,60-1번_하행_10월30일,11173.89249,32,288010534,288000275,2025-09-01
288003326,180518_60-1 하행,17137.42807,41,288001589,288001979,2025-09-01
288003328,62-1번_하행,24246.06748,56,288000828,288001979,2025-09-01
288003333,63-1번_상행,31123.24997,63,288010534,288001155,2025-09-01
288003337,60번_상행,23303.43435,80,288010726,288000275,2025-09-01
288003339,60-1번_하행_10월30일,11233.2397,34,288010534,288000275,2025-09-01
288003341,180518_60-1 하행,17151.81325,41,288001589,288001979,2025-09-01
288003345,,17751.10722,56,288010534,288000829,2025-09-01
288003357,610번_하행_0305_영인농협추가,35290.16826,140,288001588,288000448,2025-09-01
288003358,600번_하행_0413일자,34680.39275,117,288001980,288000448,2025-09-01
288003367,981번_상행,41897.86521,176,288002093,285010125,2025-09-01
288003369,42번_상행,26737.33527,132,288010726,288000075,2025-09-01
288003373,,16426.49685,58,288000612,288000829,2025-09-01
288003374,63-1번_상행,20281.25802,66,288000612,288001155,2025-09-01
288003384,,918.4906413,6,,,2025-09-01
288003387,,6068,6,288000596,288000689,2025-09-01
288003393,,6068,6,288000596,288000689,2025-09-01
288003397,,2321.15185,11,288010931,288010934,2025-09-01
288003398,,2491.15185,13,288010931,288000613,2025-09-01
288003405,,21772.29337,82,288010931,288001155,2025-09-01
288003410,,1745.87103,9,288010931,288010934,2025-09-01
288003415,,1984.488641,12,288010931,288010934,2025-09-01
288003427,,2688.082639,6,288010534,288000615,2025-09-01
288002931,180808_702싱 링크수정,26437,110,288000489,288010009,2025-09-01
288002932,180808_702싱 링크수정,26437,110,288000489,288010009,2025-09-01
288002933,08114_702하_0817 노선개편,28553,151,288010009,288000498,2025-09-01
288002934,180820_321상_정류장추가,25894,128,288010167,288010206,2025-09-01
288002935,180820_321하_정류장추가,26422,127,288010205,288010168,2025-09-01
288002947,120번_하행_유구읍,34050,145,288000327,288010624,2025-09-01
288002955,180808_701상 링크수정,27483,117,288000489,288010009,2025-09-01
288002957,521_상행_,36687,72,288001156,288001438,2025-09-01
288002970,101번_상행,17700,86,288000489,288000357,2025-09-01
288002972,120번_상행_0527,35740,155,288010726,288000326,2025-09-01
288002973,120번_하행_유구읍,35739,146,288000327,288010624,2025-09-01
288002980,970번_하행,29088,139,285000686,288000498,2025-09-01
288002993,,40952,159,288000377,288010867,2025-09-01
288002995,,24784,112,288000739,288001632,2025-09-01
288002998,,26734,107,288001673,288010624,2025-09-01
288003021,610번_상행 ,30572,105,288001545,288001702,2025-09-01
288003025,614번_상행,40393,148,288000448,288001702,2025-09-01
288003035,777번_상행_test,24484,93,288001074,288010740,2025-09-01
288003041,0813_310번상_0813 노선개편,23610,108,288010167,288010195,2025-09-01
288003043,0813_301번상_0813 노선개편,18983,102,288010167,288010046,2025-09-01
288003045,33번_하행,13180,53,288001492,288010879,2025-09-01
288003048,991번_하행,22178,126,288002022,288010664,2025-09-01
288003052,,13026,22,288010163,288010639,2025-09-01
288003056,0813_350번상_0813 노선개편,20458,68,288010167,288000391,2025-09-01
288003057,350번_하행_1106,17483,71,288010070,288010168,2025-09-01
288003059,352번_하행_1106,19219,79,288000390,288010168,2025-09-01
288003062,350번_하행_1106,17483,71,288010070,288010168,2025-09-01
288003063,0813_351번상_0813 노선개편,14248,55,288010167,288010059,2025-09-01
288003064,350번_하행_1106,17483,71,288010070,288010168,2025-09-01
288003066,0813_351번상_0813 노선개편,17109,56,288010167,288010059,2025-09-01
288003067,0813_350번상_0813 노선개편,23319,69,288010167,288000391,2025-09-01
288003070,777번_상행_test,24199,95,288001074,288010740,2025-09-01
288003071,777번_하행,26845,95,288010739,288001054,2025-09-01
288003077,971번_하행,32317,149,285000686,288010266,2025-09-01
288003078,980번_상행,36747,174,288002093,285010125,2025-09-01
288003088,350번_하행_1106,17447,73,288010070,288010168,2025-09-01
288003092,777번_상행_test,24343,96,288001074,288010740,2025-09-01
288003093,777번_하행,26937,96,288010739,288001054,2025-09-01
288003094,,32226,129,288001074,288010739,2025-09-01
288003095,,31690,127,288010854,288001054,2025-09-01
288003106,180829_16하_정류장추가,26087,102,288010445,288010624,2025-09-01
288003115,991번_상행,21815,120,288010904,285071625,2025-09-01
288003121,900번_하행,21471,110,285000686,288010624,2025-09-01
288003142,16-1_상행_1109자,32587,116,288010726,288010445,2025-09-01
288003144,17-1번_상행,23049,78,288010726,288010445,2025-09-01
288003146,18번_상행_1109,25443,93,288010726,288010603,2025-09-01
288003147,18번_하행_1109,26345,94,288010793,288010624,2025-09-01
288003148,18-2번_상행,37290,131,288010726,288010603,2025-09-01
288003159,84번_상행_0326,14837,66,288010739,288001548,2025-09-01
288003160,84번_하행,15901,62,288002041,288010740,2025-09-01
288003183,180829_21하_정류장추가,22730,67,288002035,288010624,2025-09-01
288003192,180829_21하_정류장추가,25114,68,288002035,288010624,2025-09-01
288003194,21-1번_하행,24702,78,288010455,288010624,2025-09-01
288003195,180829_21하_정류장추가,25114,68,288002035,288010624,2025-09-01
288003197,21-1번_하행,27086,79,288010455,288010624,2025-09-01
288003201,,16241,42,288000526,288001943,2025-09-01
288003209,,13073,35,288010919,288010828,2025-09-01
288003221,304번_상행_0331,7844,46,288010885,288010624,2025-09-01
288003224,0813_310번상_0813 노선개편,23764,117,288010167,288010185,2025-09-01
288003254,순환5번_상행_0313,22291,68,288001673,288010797,2025-09-01
288003258,180820_311상_정류장추가,32286,144,288010167,288000112,2025-09-01
288003261,70번_상행,27173,78,288000828,288001092,2025-09-01
288003264,70번_상행,27173,78,288000828,288001092,2025-09-01
288003268,,17247,77,288000377,288010624,2025-09-01
288003294,,4975.559802,11,288000596,288002088,2025-09-01
288003296,,6045,7,288000596,288000691,2025-09-01
288003299,180425_402 하행,23127.6707,99,288010170,288010855,2025-09-01
288003329,,29415.39931,55,288010534,288000829,2025-09-01
288003332,,37204.3678,77,288001156,288001979,2025-09-01
288003338,60-1번_하행_10월30일,10789.46348,33,288010534,288000275,2025-09-01
288003340,60번_하행,24857.20697,84,288001589,288010624,2025-09-01
288003342,62번_하행_0905,35906.35461,99,288000828,288000761,2025-09-01
288003348,64번_하행,28983.97103,118,288001156,288010624,2025-09-01
288003349,64-1번_하행,18809.99141,68,288001156,288001979,2025-09-01
288003354,,37507.34607,77,288001156,288001979,2025-09-01
288003359,614번_하행_0305_영인농협추가,40912.07902,162,288001588,288010855,2025-09-01
288003360,510번_하행_0305_영인농협추가,38310,149,214015723,288010624,2025-09-01
288003361,510번_하행_0305_영인농협추가,38552.34867,151,214015723,288010624,2025-09-01
288003363,62번_하행_0905,36411.552,101,288000828,288000761,2025-09-01
288003368,981번_상행,41897.86521,175,288002093,285010125,2025-09-01
288003371,,21244.1357,77,288000612,288001155,2025-09-01
288003385,,2132.15185,11,288010931,288010934,2025-09-01
288003414,,42798,135,288000612,288000637,2025-09-01
288003417,60-1번_하행_10월30일,11436.40293,42,288010931,288000275,2025-09-01
288003418,60-1번_하행_10월30일,11725.40293,43,288010931,288000275,2025-09-01
288003433,,6068,5,288000596,288000689,2025-09-01
288002965,980번_하행,30807,140,285000686,288010624,2025-09-01
288002976,512번_하행_0305_영인농협추가,42374,155,214015723,288010624,2025-09-01
288002978,970번_상행,27219,138,288000489,285010125,2025-09-01
288002979,971번_상행,29611,145,288000489,285010125,2025-09-01
288002981,971번_하행,30339,140,285000686,288000498,2025-09-01
288002984,180426_601 상행,33397,102,288001468,288000013,2025-09-01
288002988,622번_상행,24308,74,288000729,288000296,2025-09-01
288002997,,24929,112,288010726,288001632,2025-09-01
288003004,,40829,153,288010875,288010867,2025-09-01
288003007,18번_상행_1109,24601,91,288010726,288010603,2025-09-01
288003008,18번_하행_1109,26400,91,288010793,288010624,2025-09-01
288003014,19번_상행,28692,100,288010726,288010603,2025-09-01
288003022,08114_512상_0817 노선개편,40059,143,288010726,214015723,2025-09-01
288003023,600번_상행_0413일자,36094,114,288001472,288000013,2025-09-01
288003030,08114_701하_0817 노선개편,29018,156,288010009,288000498,2025-09-01
288003040,0813_300번상_0813 노선개편,18102,97,288010167,288010169,2025-09-01
288003042,320번_상행_0501일자,30840,136,288010167,288010206,2025-09-01
288003068,352번_하행_1106,21886,80,288000390,288010168,2025-09-01
288003069,350번_하행_1106,20150,72,288010070,288010168,2025-09-01
288003087,0813_350번상_0813 노선개편,17252,70,288010167,288000391,2025-09-01
288003102,180829_16하_정류장추가,25831,101,288010445,288010624,2025-09-01
288003105,18-1번_하행,28232,107,288010445,288010624,2025-09-01
288003110,마중10,854,6,288010485,285001790,2025-09-01
288003112,,48327,160,288010875,288010867,2025-09-01
288003118,,17023,77,288000377,288010624,2025-09-01
288003125,990번_하행,31464,184,285000687,288010886,2025-09-01
288003126,991번_상행,22325,121,288010904,285071625,2025-09-01
288003128,80번_하행,13766,68,288000931,288010739,2025-09-01
288003132,86번_상행,8592,42,288010672,288010741,2025-09-01
288003134,87번_하행,4285,24,288010672,288010739,2025-09-01
288003140,순환5_상행,20302,89,288001673,285071625,2025-09-01
288003153,17-2번_상행,29777,112,288010726,288010445,2025-09-01
288003154,18-1번_하행,28451,110,288010445,288010624,2025-09-01
288003155,20번_상행,30073,125,288010726,288010603,2025-09-01
288003157,18번_상행_1109,25450,93,288010726,288010603,2025-09-01
288003188,180517_22번 하행,28103,81,288010447,288010624,2025-09-01
288003189,180829_21상_정류장추가,19969,65,288010726,288002034,2025-09-01
288003200,180425_404 상행,17649,118,288000448,288010878,2025-09-01
288003222,0813_310번상_0813 노선개편,28688,118,288010167,288010185,2025-09-01
288003230,320번_하행_0501일자,26895,142,288010205,288010168,2025-09-01
288003234,0813_301번상_0813 노선개편,18941,105,288010167,288010046,2025-09-01
288003235,301번_하행_4월23일,14763,105,288001480,288010168,2025-09-01
288003238,301번_하행_4월23일,14763,105,288001480,288010168,2025-09-01
288003244,,31802,127,288010854,288001054,2025-09-01
288003246,,16724,77,288001957,288010739,2025-09-01
288003276,180425_402 상행,23669.01417,97,288000448,288010169,2025-09-01
288003284,,18515,77,288000377,288010624,2025-09-01
288003288,,6665.872957,11,288000596,288002088,2025-09-01
288003291,,1540.362581,9,288000596,288002088,2025-09-01
288003301,30번_상행,9133.643877,32,288010171,288001942,2025-09-01
288003304,180425_402 상행,23669.01417,97,288000448,288010169,2025-09-01
288003309,,17798.51712,77,288010854,288001957,2025-09-01
288003311,,13781.47678,79,288001957,288010739,2025-09-01
288003312,821번_상행,23742.46775,115,288010726,288001632,2025-09-01
288003315,180425_402 상행,24233.01417,98,288000448,288010169,2025-09-01
288003319,,29415.39931,55,288010534,288000829,2025-09-01
288003322,,38163.71537,75,288010534,288001155,2025-09-01
288003325,60번_하행,24857.20697,85,288001589,288010624,2025-09-01
288003330,62번_상행,36926.41536,102,288010726,288000829,2025-09-01
288003331,63번_상행,39521.00524,111,288010726,288001155,2025-09-01
288003334,63번_하행_0710,36999.33422,109,288001156,288010624,2025-09-01
288003350,180518_60-1 하행,17657.01063,43,288001589,288001979,2025-09-01
288003351,60번_하행,25497.70039,86,288001589,288010624,2025-09-01
288003355,512번_하행_0305_영인농협추가,40982.17353,157,214015723,288010624,2025-09-01
288003362,511번_하행_0305_영인농협추가,31050.17353,110,288001156,288010624,2025-09-01
288003364,62-1번_하행,24751.26486,57,288000828,288001979,2025-09-01
288003396,,2321.15185,12,288010931,288000613,2025-09-01
288003401,60-1번_하행_10월30일,11436.40293,42,288010931,288000275,2025-09-01
288003402,63-1번_상행,20899.6996,71,288010931,288001155,2025-09-01
288003412,,2461.941826,11,288010931,288010934,2025-09-01
288003430,512번_하행_0305_영인농협추가,40999.31867,159,214015723,288010624,2025-09-01
288003431,981번_하행,38913.79752,182,285000686,288010266,2025-09-01
288003435,0813_301번상_0813 노선개편,15200.95445,106,288010167,288010046,2025-09-01
288003436,820번_상행,17353.41223,93,288010726,288001632,2025-09-01
288003437,820번_하행,16482.59518,92,288001673,288010624,2025-09-01
288003438,,37507.34607,76,288001156,288001979,2025-09-01
288003439,615번_하행_0305_영인농협추가,15810,76,288000614,288000498,2025-09-01
288003440,510번_하행_0305_영인농협추가,38552.34867,150,214015723,288010624,2025-09-01
288003441,511번_하행_0305_영인농협추가,31050.17353,109,288001156,288010624,2025-09-01
288003448,64번_하행,29489.16842,119,288001156,288010624,2025-09-01
288003449,62-1번_하행,24751.26486,56,288000828,288001979,2025-09-01
288003450,,42798,134,288000612,288000637,2025-09-01
288003451,,14183.55702,43,288000526,288001943,2025-09-01
288003456,180425_403 상행,18720,102,288000448,288000577,2025-09-01
288003458,970번_하행,31066,147,285000686,288010266,2025-09-01
288003463,62번_상행,34688.17479,102,288010726,288000829,2025-09-01
288003467,,18734.05145,54,288010534,288000829,2025-09-01
288003470,,25921.38951,67,288001156,288001979,2025-09-01
288003472,,34618.97649,90,288000828,288001092,2025-09-01
288003473,,18028.37923,80,288010854,288001957,2025-09-01
288003475,301번_하행_4월23일,14819.6439,106,288001480,288010168,2025-09-01
288003476,302번_하행_4월23일,40855.63172,117,288010184,288010168,2025-09-01
288003477,303번_상행_0619,18143.81973,103,288010170,288000752,2025-09-01
288003478,310번_하행_4월23일,30996.6439,106,288010185,288010168,2025-09-01
288003480,320번_하행_0501일자,26948.57755,142,288010205,288010168,2025-09-01
288003481,180820_321하_정류장추가,26661.57755,135,288010205,288010168,2025-09-01
288003482,33번_하행_0507,11961.8878,45,288000527,288010264,2025-09-01
288003483,,14072.33637,44,288000526,288001943,2025-09-01
288003487,32번_하행,15349.64455,46,288000526,288010677,2025-09-01
288003489,180424_100번상행,15711,77,288000489,288010440,2025-09-01
288003491,16-1_상행_1109자,32587,115,288010726,288010445,2025-09-01
288003493,17-2번_상행,29777,111,288010726,288010445,2025-09-01
288003494,20번_상행,30073,124,288010726,288010603,2025-09-01
288003495,18-2번_상행,37290,130,288010726,288010603,2025-09-01
288003497,17번_상행_1031,25536,107,288010726,288010445,2025-09-01
288003498,17-1번_상행,23049,77,288010726,288010445,2025-09-01
288003500,821번_상행,23453.52881,116,288010726,288001632,2025-09-01
288003501,821번_하행,24091.30138,115,288001673,288010624,2025-09-01
288003502,순환5_상행,19770.38824,91,288001673,285071625,2025-09-01
288003506,,54453.55681,171,288010867,288010876,2025-09-01
288003507,821번_하행,23503.06615,115,288001673,288010624,2025-09-01
